Период уплаты премии;Возраст Застрахованного;Пол;Смерть ЛП;Инвалидность 1,2. гр. ЛП;Смерть НС;Смерть ДТП;Травма;"КЗ РФ
Взнос";"КЗ Зарубеж
Взнос";i
13;40;f;0,16625%;0,10551%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
13;41;f;0,17789%;0,11838%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
13;42;f;0,19066%;0,13249%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
13;43;f;0,20467%;0,14778%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
13;44;f;0,21996%;0,16430%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
13;45;f;0,23654%;0,18208%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
13;46;f;0,25445%;0,20117%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
13;47;f;0,27377%;0,22175%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
13;48;f;0,29460%;0,24396%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
13;49;f;0,31702%;0,26799%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
13;50;f;0,34113%;0,29394%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
13;51;f;0,36708%;0,32083%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
13;52;f;0,39515%;0,34972%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
13;53;f;0,42564%;0,36730%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
13;54;f;0,45881%;0,38526%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
13;55;f;0,49495%;0,40362%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
13;56;f;0,53454%;0,42248%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
13;57;f;0,57837%;0,44188%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
13;58;f;0,62736%;0,46180%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
13;59;f;0,66139%;0,48234%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
13;60;f;0,69773%;0,50341%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
13;61;f;0,73665%;0,52489%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
13;62;f;0,77857%;0,54667%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;18;f;0,04192%;0,01232%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;19;f;0,04547%;0,01248%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;20;f;0,04920%;0,01275%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;21;f;0,05307%;0,01318%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;22;f;0,05712%;0,01376%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;23;f;0,06130%;0,01457%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;24;f;0,06562%;0,01563%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;25;f;0,07004%;0,01699%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;26;f;0,07456%;0,01872%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;27;f;0,07921%;0,02090%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;28;f;0,08398%;0,02352%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;29;f;0,08892%;0,02669%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;30;f;0,09405%;0,03049%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;31;f;0,09943%;0,03504%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;32;f;0,10512%;0,04022%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;33;f;0,11119%;0,04608%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;34;f;0,11771%;0,05262%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;35;f;0,12477%;0,05990%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;36;f;0,13244%;0,06799%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;37;f;0,14083%;0,07726%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;38;f;0,15003%;0,08748%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;39;f;0,16011%;0,09871%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;40;f;0,17116%;0,11098%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;41;f;0,18326%;0,12424%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;42;f;0,19651%;0,13874%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;43;f;0,21098%;0,15444%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;44;f;0,22669%;0,17140%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;45;f;0,24369%;0,18964%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;46;f;0,26205%;0,20926%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;47;f;0,28187%;0,23044%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;48;f;0,30325%;0,25332%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;49;f;0,32630%;0,27806%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;50;f;0,35119%;0,30476%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;51;f;0,37811%;0,33252%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;52;f;0,40733%;0,34972%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;53;f;0,43911%;0,36730%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;54;f;0,47374%;0,38526%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;55;f;0,51159%;0,40362%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;56;f;0,55325%;0,42248%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;57;f;0,59953%;0,44188%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;58;f;0,63272%;0,46180%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;59;f;0,66819%;0,48234%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;60;f;0,70624%;0,50341%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;61;f;0,74727%;0,52489%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;18;f;0,04322%;0,01245%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;19;f;0,04680%;0,01270%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;20;f;0,05055%;0,01308%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;21;f;0,05446%;0,01360%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;22;f;0,05853%;0,01432%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;23;f;0,06274%;0,01526%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;24;f;0,06710%;0,01648%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;25;f;0,07158%;0,01802%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;26;f;0,07617%;0,01996%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;27;f;0,08089%;0,02230%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;28;f;0,08576%;0,02513%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;29;f;0,09081%;0,02852%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;30;f;0,09609%;0,03257%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;31;f;0,10163%;0,03737%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;32;f;0,10751%;0,04282%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;33;f;0,11379%;0,04894%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;34;f;0,12056%;0,05574%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;35;f;0,12791%;0,06331%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;36;f;0,13591%;0,07202%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;37;f;0,14465%;0,08164%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;38;f;0,15423%;0,09223%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;39;f;0,16471%;0,10383%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;40;f;0,17619%;0,11648%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;41;f;0,18874%;0,13012%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;42;f;0,20243%;0,14500%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;43;f;0,21730%;0,16112%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;44;f;0,23342%;0,17852%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;45;f;0,25085%;0,19727%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;46;f;0,26968%;0,21746%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;47;f;0,29002%;0,23926%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;48;f;0,31200%;0,26281%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;49;f;0,33579%;0,28826%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;50;f;0,36157%;0,31574%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;51;f;0,38955%;0,33252%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;52;f;0,41996%;0,34972%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;53;f;0,45308%;0,36730%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;54;f;0,48928%;0,38526%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;55;f;0,52902%;0,40362%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;56;f;0,57293%;0,42248%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;57;f;0,60526%;0,44188%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;58;f;0,63975%;0,46180%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;59;f;0,67676%;0,48234%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;60;f;0,71672%;0,50341%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
16;18;f;0,04539%;0,01274%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;19;f;0,04905%;0,01311%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;20;f;0,05287%;0,01361%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;21;f;0,05685%;0,01430%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;22;f;0,06098%;0,01521%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;23;f;0,06527%;0,01636%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;24;f;0,06972%;0,01782%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;25;f;0,07430%;0,01966%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;26;f;0,07901%;0,02186%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;27;f;0,08387%;0,02450%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;28;f;0,08890%;0,02767%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;29;f;0,09415%;0,03144%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;30;f;0,09966%;0,03588%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;31;f;0,10547%;0,04107%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;32;f;0,11166%;0,04692%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;33;f;0,11831%;0,05346%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;34;f;0,12549%;0,06073%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;35;f;0,13331%;0,06909%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;36;f;0,14183%;0,07836%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;37;f;0,15113%;0,08857%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;38;f;0,16130%;0,09978%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;39;f;0,17245%;0,11202%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;40;f;0,18463%;0,12530%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;41;f;0,19788%;0,13962%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;42;f;0,21226%;0,15522%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;43;f;0,22784%;0,17208%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;44;f;0,24470%;0,19030%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;45;f;0,26293%;0,20995%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;46;f;0,28263%;0,23112%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;47;f;0,30392%;0,25397%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;48;f;0,32699%;0,27862%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;49;f;0,35207%;0,30528%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;50;f;0,37935%;0,32203%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;51;f;0,40901%;0,33846%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;52;f;0,44131%;0,35530%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;53;f;0,47664%;0,37253%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;54;f;0,51545%;0,39015%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;55;f;0,55829%;0,40818%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;56;f;0,58966%;0,42672%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;57;f;0,62306%;0,44580%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;58;f;0,65892%;0,46544%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;59;f;0,69770%;0,48571%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;18;f;0,04672%;0,01303%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;19;f;0,05041%;0,01349%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;20;f;0,05426%;0,01411%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;21;f;0,05827%;0,01493%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;22;f;0,06245%;0,01598%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;23;f;0,06679%;0,01730%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;24;f;0,07130%;0,01896%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;25;f;0,07596%;0,02094%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;26;f;0,08075%;0,02334%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;27;f;0,08572%;0,02620%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;28;f;0,09087%;0,02961%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;29;f;0,09628%;0,03363%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;30;f;0,10196%;0,03832%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;31;f;0,10798%;0,04376%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;32;f;0,11440%;0,04987%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;33;f;0,12131%;0,05670%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;34;f;0,12880%;0,06454%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;35;f;0,13695%;0,07323%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;36;f;0,14581%;0,08287%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;37;f;0,15550%;0,09344%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;38;f;0,16608%;0,10502%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;39;f;0,17766%;0,11762%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;40;f;0,19025%;0,13129%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;41;f;0,20390%;0,14602%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;42;f;0,21868%;0,16205%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;43;f;0,23468%;0,17941%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;44;f;0,25201%;0,19817%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;45;f;0,27076%;0,21842%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;46;f;0,29103%;0,24023%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;47;f;0,31302%;0,26377%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;48;f;0,33694%;0,28918%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;49;f;0,36301%;0,30528%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;50;f;0,39140%;0,32203%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;51;f;0,42230%;0,33846%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;52;f;0,45605%;0,35530%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;53;f;0,49311%;0,37253%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;54;f;0,53398%;0,39015%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;55;f;0,56465%;0,40818%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;56;f;0,59721%;0,42672%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;57;f;0,63204%;0,44580%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;58;f;0,66963%;0,46544%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;18;f;0,04802%;0,01338%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;19;f;0,05174%;0,01395%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;20;f;0,05563%;0,01469%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;21;f;0,05968%;0,01564%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;22;f;0,06391%;0,01684%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;23;f;0,06832%;0,01834%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;24;f;0,07290%;0,02014%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;25;f;0,07763%;0,02232%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;26;f;0,08252%;0,02491%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;27;f;0,08760%;0,02800%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;28;f;0,09290%;0,03165%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;29;f;0,09847%;0,03590%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;30;f;0,10433%;0,04084%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;31;f;0,11056%;0,04653%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;32;f;0,11723%;0,05291%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;33;f;0,12442%;0,06027%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;34;f;0,13223%;0,06843%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;35;f;0,14070%;0,07747%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;36;f;0,14993%;0,08745%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;37;f;0,15999%;0,09837%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;38;f;0,17099%;0,11029%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;39;f;0,18295%;0,12326%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;40;f;0,19592%;0,13732%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;41;f;0,20995%;0,15248%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;42;f;0,22514%;0,16898%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;43;f;0,24159%;0,18685%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;44;f;0,25941%;0,20618%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;45;f;0,27871%;0,22704%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;46;f;0,29964%;0,24950%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;47;f;0,32242%;0,27375%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;48;f;0,34727%;0,28918%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;49;f;0,37437%;0,30528%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;50;f;0,40391%;0,32203%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;51;f;0,43616%;0,33846%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;52;f;0,47152%;0,35530%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;53;f;0,51048%;0,37253%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;54;f;0,54039%;0,39015%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;55;f;0,57216%;0,40818%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;56;f;0,60603%;0,42672%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;57;f;0,64244%;0,44580%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;18;f;0,04930%;0,01380%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;19;f;0,05305%;0,01447%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;20;f;0,05699%;0,01534%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;21;f;0,06108%;0,01643%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;22;f;0,06537%;0,01780%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;23;f;0,06984%;0,01944%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;24;f;0,07450%;0,02141%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;25;f;0,07932%;0,02378%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;26;f;0,08432%;0,02659%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;27;f;0,08953%;0,02990%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;28;f;0,09497%;0,03377%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;29;f;0,10071%;0,03826%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;30;f;0,10678%;0,04344%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;31;f;0,11323%;0,04939%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;32;f;0,12017%;0,05626%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;33;f;0,12765%;0,06392%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;34;f;0,13576%;0,07241%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;35;f;0,14457%;0,08177%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;36;f;0,15416%;0,09209%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;37;f;0,16461%;0,10334%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;38;f;0,17597%;0,11562%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;39;f;0,18829%;0,12896%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;40;f;0,20163%;0,14342%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;41;f;0,21605%;0,15902%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;42;f;0,23166%;0,17601%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;43;f;0,24858%;0,19442%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;44;f;0,26692%;0,21433%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;45;f;0,28684%;0,23579%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;46;f;0,30852%;0,25893%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;47;f;0,33217%;0,27375%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;48;f;0,35798%;0,28918%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;49;f;0,38616%;0,30528%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;50;f;0,41695%;0,32203%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;51;f;0,45069%;0,33846%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
