Период уплаты премии;Возраст Застрахованного;Пол;Смерть ЛП;Инвалидность 1,2. гр. ЛП;Смерть НС;Смерть ДТП;Травма;"КЗ РФ
Взнос";"КЗ Зарубеж
Взнос";i
13;42;m;0,46771%;0,14377%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
13;43;m;0,49872%;0,15887%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
13;44;m;0,53200%;0,17501%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
13;45;m;0,56755%;0,19219%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
13;46;m;0,60541%;0,21046%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
13;47;m;0,64571%;0,22995%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
13;48;m;0,68860%;0,25080%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
13;49;m;0,73411%;0,27318%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
13;50;m;0,78223%;0,29715%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
13;51;m;0,83299%;0,32160%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
13;52;m;0,88670%;0,34765%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
13;53;m;0,94363%;0,36308%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
13;54;m;1,00386%;0,37863%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
13;55;m;1,06746%;0,39433%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
13;56;m;1,13455%;0,41024%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
13;57;m;1,20562%;0,42638%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
13;58;m;1,28121%;0,44271%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
13;59;m;1,33888%;0,45932%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
13;60;m;1,39802%;0,47607%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
13;61;m;1,45841%;0,49284%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
13;62;m;1,52010%;0,50951%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;18;m;0,11032%;0,01647%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;19;m;0,12152%;0,01666%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;20;m;0,13291%;0,01700%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;21;m;0,14440%;0,01750%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;22;m;0,15592%;0,01820%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;23;m;0,16743%;0,01916%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;24;m;0,17886%;0,02040%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;25;m;0,19020%;0,02199%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;26;m;0,20142%;0,02399%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;27;m;0,21261%;0,02648%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;28;m;0,22383%;0,02947%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;29;m;0,23519%;0,03305%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;30;m;0,24680%;0,03732%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;31;m;0,25882%;0,04239%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;32;m;0,27149%;0,04812%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;33;m;0,28506%;0,05452%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;34;m;0,29976%;0,06160%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;35;m;0,31584%;0,06938%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;36;m;0,33352%;0,07794%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;37;m;0,35298%;0,08764%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;38;m;0,37435%;0,09823%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;39;m;0,39766%;0,10974%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;40;m;0,42296%;0,12217%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;41;m;0,45029%;0,13547%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;42;m;0,47979%;0,14988%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;43;m;0,51153%;0,16532%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;44;m;0,54552%;0,18182%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;45;m;0,58179%;0,19939%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;46;m;0,62044%;0,21812%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;47;m;0,66158%;0,23812%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;48;m;0,70534%;0,25954%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;49;m;0,75172%;0,28253%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;50;m;0,80079%;0,30714%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;51;m;0,85263%;0,33235%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;52;m;0,90751%;0,34765%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;53;m;0,96560%;0,36308%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;54;m;1,02699%;0,37863%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;55;m;1,09182%;0,39433%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;56;m;1,16030%;0,41024%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;57;m;1,23296%;0,42638%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;58;m;1,29015%;0,44271%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;59;m;1,34914%;0,45932%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;60;m;1,40974%;0,47607%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
14;61;m;1,47186%;0,49284%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;18;m;0,11403%;0,01663%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;19;m;0,12515%;0,01693%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;20;m;0,13644%;0,01738%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;21;m;0,14783%;0,01801%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;22;m;0,15927%;0,01886%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;23;m;0,17073%;0,01997%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;24;m;0,18217%;0,02139%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;25;m;0,19358%;0,02318%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;26;m;0,20495%;0,02540%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;27;m;0,21633%;0,02807%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;28;m;0,22780%;0,03127%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;29;m;0,23947%;0,03508%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;30;m;0,25146%;0,03960%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;31;m;0,26392%;0,04492%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;32;m;0,27708%;0,05090%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;33;m;0,29116%;0,05755%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;34;m;0,30643%;0,06486%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;35;m;0,32313%;0,07291%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;36;m;0,34147%;0,08209%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;37;m;0,36160%;0,09209%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;38;m;0,38361%;0,10301%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;39;m;0,40759%;0,11485%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;40;m;0,43358%;0,12760%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;41;m;0,46164%;0,14122%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;42;m;0,49185%;0,15595%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;43;m;0,52426%;0,17175%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;44;m;0,55894%;0,18862%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;45;m;0,59596%;0,20662%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;46;m;0,63541%;0,22583%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;47;m;0,67737%;0,24637%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;48;m;0,72195%;0,26837%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;49;m;0,76923%;0,29196%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;50;m;0,81929%;0,31725%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;51;m;0,87223%;0,33235%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;52;m;0,92820%;0,34765%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;53;m;0,98736%;0,36308%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;54;m;1,04989%;0,37863%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;55;m;1,11601%;0,39433%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;56;m;1,18596%;0,41024%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;57;m;1,24242%;0,42638%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;58;m;1,30079%;0,44271%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;59;m;1,36107%;0,45932%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
15;60;m;1,42317%;0,47607%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,08
16;18;m;0,12023%;0,01699%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;19;m;0,13133%;0,01743%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;20;m;0,14258%;0,01804%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;21;m;0,15393%;0,01885%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;22;m;0,16534%;0,01992%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;23;m;0,17681%;0,02127%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;24;m;0,18833%;0,02296%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;25;m;0,19989%;0,02506%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;26;m;0,21148%;0,02757%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;27;m;0,22315%;0,03056%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;28;m;0,23501%;0,03412%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;29;m;0,24717%;0,03832%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;30;m;0,25975%;0,04324%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;31;m;0,27290%;0,04895%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;32;m;0,28682%;0,05532%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;33;m;0,30177%;0,06238%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;34;m;0,31798%;0,07013%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;35;m;0,33571%;0,07895%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;36;m;0,35512%;0,08865%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;37;m;0,37632%;0,09921%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;38;m;0,39945%;0,11069%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;39;m;0,42458%;0,12309%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;40;m;0,45179%;0,13641%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;41;m;0,48107%;0,15063%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;42;m;0,51248%;0,16598%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;43;m;0,54613%;0,18242%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;44;m;0,58212%;0,20001%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;45;m;0,62052%;0,21880%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;46;m;0,66138%;0,23885%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;47;m;0,70480%;0,26031%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;48;m;0,75091%;0,28327%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;49;m;0,79985%;0,30791%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;50;m;0,85171%;0,32328%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;51;m;0,90648%;0,33803%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;52;m;0,96432%;0,35298%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;53;m;1,02548%;0,36807%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;54;m;1,09018%;0,38328%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;55;m;1,15871%;0,39865%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;56;m;1,21398%;0,41425%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;57;m;1,27115%;0,43009%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;58;m;1,33036%;0,44614%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
16;59;m;1,39172%;0,46249%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;18;m;0,12378%;0,01734%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;19;m;0,13480%;0,01789%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;20;m;0,14599%;0,01863%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;21;m;0,15730%;0,01959%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;22;m;0,16872%;0,02081%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;23;m;0,18025%;0,02234%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;24;m;0,19189%;0,02425%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;25;m;0,20361%;0,02652%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;26;m;0,21540%;0,02923%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;27;m;0,22735%;0,03244%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;28;m;0,23953%;0,03625%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;29;m;0,25207%;0,04070%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;30;m;0,26509%;0,04587%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;31;m;0,27871%;0,05182%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;32;m;0,29315%;0,05843%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;33;m;0,30868%;0,06574%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;34;m;0,32553%;0,07406%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;35;m;0,34389%;0,08319%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;36;m;0,36393%;0,09320%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;37;m;0,38578%;0,10408%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;38;m;0,40959%;0,11588%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;39;m;0,43543%;0,12859%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;40;m;0,46333%;0,14224%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;41;m;0,49327%;0,15681%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;42;m;0,52537%;0,17253%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;43;m;0,55975%;0,18939%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;44;m;0,59652%;0,20745%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;45;m;0,63571%;0,22674%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;46;m;0,67738%;0,24736%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;47;m;0,72166%;0,26940%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;48;m;0,76873%;0,29302%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;49;m;0,81870%;0,30791%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;50;m;0,87158%;0,32328%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;51;m;0,92737%;0,33803%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;52;m;0,98630%;0,35298%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;53;m;1,04867%;0,36807%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;54;m;1,11474%;0,38328%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;55;m;1,16921%;0,39865%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;56;m;1,22554%;0,41425%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;57;m;1,28388%;0,43009%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
17;58;m;1,34443%;0,44614%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;18;m;0,12714%;0,01775%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;19;m;0,13811%;0,01843%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;20;m;0,14927%;0,01930%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;21;m;0,16059%;0,02041%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;22;m;0,17206%;0,02180%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;23;m;0,18370%;0,02353%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;24;m;0,19549%;0,02559%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;25;m;0,20739%;0,02805%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;26;m;0,21942%;0,03097%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;27;m;0,23166%;0,03442%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;28;m;0,24419%;0,03846%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;29;m;0,25712%;0,04315%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;30;m;0,27056%;0,04856%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;31;m;0,28467%;0,05474%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;32;m;0,29965%;0,06160%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;33;m;0,31577%;0,06943%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;34;m;0,33322%;0,07804%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;35;m;0,35218%;0,08748%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;36;m;0,37284%;0,09780%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;37;m;0,39534%;0,10898%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;38;m;0,41982%;0,12108%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;39;m;0,44632%;0,13410%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;40;m;0,47485%;0,14808%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;41;m;0,50545%;0,16300%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;42;m;0,53825%;0,17912%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;43;m;0,57338%;0,19643%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;44;m;0,61090%;0,21497%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;45;m;0,65086%;0,23479%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;46;m;0,69334%;0,25597%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;47;m;0,73852%;0,27862%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;48;m;0,78656%;0,29302%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;49;m;0,83749%;0,30791%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;50;m;0,89133%;0,32328%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;51;m;0,94815%;0,33803%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;52;m;1,00821%;0,35298%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;53;m;1,07185%;0,36807%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;54;m;1,12531%;0,38328%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;55;m;1,18075%;0,39865%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;56;m;1,23814%;0,41425%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
18;57;m;1,29769%;0,43009%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;18;m;0,13035%;0,01825%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;19;m;0,14130%;0,01905%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;20;m;0,15247%;0,02006%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;21;m;0,16384%;0,02132%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;22;m;0,17542%;0,02290%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;23;m;0,18719%;0,02477%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;24;m;0,19914%;0,02701%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;25;m;0,21125%;0,02967%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;26;m;0,22354%;0,03281%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;27;m;0,23609%;0,03649%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;28;m;0,24897%;0,04076%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;29;m;0,26230%;0,04567%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;30;m;0,27619%;0,05130%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;31;m;0,29079%;0,05771%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;32;m;0,30632%;0,06506%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;33;m;0,32300%;0,07317%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;34;m;0,34102%;0,08207%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;35;m;0,36057%;0,09180%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;36;m;0,38184%;0,10242%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;37;m;0,40499%;0,11388%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;38;m;0,43009%;0,12628%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;39;m;0,45720%;0,13962%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;40;m;0,48636%;0,15394%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;41;m;0,51762%;0,16924%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;42;m;0,55113%;0,18578%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;43;m;0,58697%;0,20354%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;44;m;0,62522%;0,22258%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;45;m;0,66596%;0,24293%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;46;m;0,70930%;0,26468%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;47;m;0,75539%;0,27862%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;48;m;0,80434%;0,29302%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;49;m;0,85617%;0,30791%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;50;m;0,91096%;0,32328%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;51;m;0,96884%;0,33803%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;52;m;1,03009%;0,35298%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
19;53;m;1,08237%;0,36807%;0,09684%;0,02424%;0,15840%;8 840,00;51 390,00;0,07
